tileswide 64
tileshigh 64
tilewidth 8
tileheight 8

layer 0
0,1,2,3,4,5,6,7,2,3,2,8,9,10,2,3,11,12,13,14,15,16,17,18,19,19,20,20,21,22,23,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
26,27,3,28,29,30,31,32,33,34,35,36,37,38,39,40,12,41,42,43,44,45,46,47,19,19,48,48,22,21,24,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,49,50,2,3,2,8,51,52,2,3,53,54,55,56,57,58,59,60,61,62,63,64,65,65,66,67,68,69,11,12,70,71,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,72,73,74,34,3,36,75,38,35,28,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,94,95,95,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,96,97,2,98,99,97,2,100,101,97,2,102,2,3,11,12,103,104,11,12,11,12,11,12,11,12,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,105,106,107,108,109,110,111,112,113,114,115,116,117,118,12,119,120,121,122,41,12,119,123,124,122,41,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,125,126,127,128,129,130,131,132,133,134,135,136,137,138,11,139,140,141,142,12,11,139,143,144,142,12,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,145,146,147,148,149,150,151,152,153,154,155,156,157,158,12,41,12,41,12,41,12,41,12,41,12,41,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,159,97,2,160,161,97,2,162,163,97,2,164,2,3,11,12,11,12,11,12,11,12,11,12,11,12,11,12,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,105,106,165,166,109,110,167,168,113,114,169,170,171,172,12,173,174,175,176,41,12,173,174,175,174,175,176,41,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,177,178,179,180,181,182,183,184,185,186,187,188,189,190,11,191,192,193,194,12,11,191,192,193,192,193,194,12,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,195,146,196,197,198,150,199,200,201,154,202,203,204,205,12,206,207,207,208,41,12,206,207,207,207,207,208,41,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,224,223,25,25,225,225,25,25,226,227,226,227,228,12,226,227,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,244,245,25,25,246,246,25,25,227,226,247,226,228,41,248,226,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,249,250,251,222,252,250,221,222,221,253,252,254,252,250,223,255,243,256,225,246,246,246,246,257,258,227,224,227,259,260,223,223,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,261,262,263,242,264,265,266,267,241,268,269,270,269,262,243,256,243,271,225,246,246,246,246,257,248,226,244,247,272,273,243,243,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,251,253,249,254,252,250,252,250,221,222,221,222,274,275,276,277,277,278,25,25,246,246,25,25,279,280,281,282,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,283,284,285,286,269,287,288,262,241,289,290,242,291,292,276,277,277,278,25,25,257,257,25,25,293,293,293,293,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,252,294,221,295,252,296,297,250,221,298,299,222,300,301,243,243,223,223,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,269,302,241,303,269,304,305,262,241,306,307,242,308,309,243,243,245,243,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,221,222,252,250,310,222,311,250,252,312,221,313,314,250,223,223,315,316,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,317,318,319,320,321,242,322,262,269,304,241,306,323,262,223,223,324,325,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,326,327,328,329,252,250,221,222,252,250,221,222,330,222,276,278,244,245,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,291,331,332,333,334,262,335,242,269,287,241,289,336,242,276,278,244,245,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,337,338,339,340,311,250,310,222,252,294,339,329,337,327,243,244,223,341,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,342,343,344,345,346,347,348,349,350,351,344,333,342,331,243,244,223,223,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,339,301,352,222,337,275,353,250,221,295,354,355,356,357,358,223,224,224,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,359,360,361,242,362,363,364,262,365,366,336,306,323,304,223,223,244,244,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,367,368,252,312,338,327,9,10,369,370,371,370,372,5,373,223,358,341,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,374,375,269,376,377,378,31,32,379,380,381,380,382,30,383,243,373,255,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,384,385,221,313,340,329,2,3,2,3,2,3,2,3,383,256,383,256,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,386,387,241,388,389,390,391,392,393,394,391,392,395,394,383,256,396,271,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,249,254,397,398,397,398,399,222,221,400,401,250,252,402,277,277,383,243,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,261,270,403,404,405,404,406,242,241,407,408,262,269,409,277,277,383,243,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,249,410,411,412,410,254,413,222,221,222,414,250,252,250,243,256,245,243,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,261,415,416,417,415,270,418,242,241,419,420,262,269,421,243,256,422,243,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,251,423,411,412,424,253,425,426,427,428,425,429,430,428,431,243,223,223,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,263,432,416,417,433,268,3,28,3,28,3,28,3,28,431,243,373,255,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
25,25,251,253,2,434,2,3,2,434,435,3,436,437,438,3,276,278,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
